Wort,Anzahl
elektrisch,1
basierenden,1
Schiffs,1
Umweltfreundlichkeit,1
Nutzfahrzeuge,1
Automobilindustrie,1
Industriezweig,1
ressourceneffizienten,1
Mobilitätsangeboten,1
beschlossen,1
Verbrennungsmotoren,1
zugelassen,1
CO-Reduktion,1
Pkw-Antriebe,1
ambitionierter,1
beschritten,1
problemlos,1
Bahnhof,1
Familienurlaub,1
gefahren,1
Grundstein,1
flächendeckende,1
intelligent,1
ausweisen,1
überhöhte,1
Roaminggebühren,1
bezahlen,1
E-Fahrzeuge,1
energieeffizienter,1
Güterverkehrs,1
überwiegenden,1
batterieelektrisch,1
abgewickelt,1
Depots,1
Güterverteilzentren,1
zukunftsfähig,1
Effizienzstandards,1
genereller,1
Ressourceneffizienz,1
leichtere,1
verbraucherfreundlichen,1
Fahrzeugen,2
Kaufentscheidungen,1
E-Kerosin,1
Kraftstoffeinsparung,1
Landstromversorgung,1
biogene,1
Generation,1
angehören,1
Standorts,1
ausländischen,1
Investoren,1
Erwerb,1
optimiert,1
Versorgungsketten,1
Standortwettbewerb,1
tiefere,1
Fahrrinnen,1
Hinterlandanbindung,1
Schiffsverkehrs,1
EU-Emissionshandel,1
Flugverkehr,1
Flugverkehrs,1
klimafreundlicheren,1
Kurzstrecken,1
Luftverkehrsabgabe,1
Anlehnung,1
Energiegehalt,1
erhoben,1
resultierenden,1
Mitbewerbern,1
Verkehrsunfälle,1
Toten,1
Schwerverletzten,1
Verkehrsinfrastruktur,1
Kommunale,1
Entscheidungshoheit,1
innerorts,1
Tempolimit,1
übergeordneten,1
Straßen,1
Nachrüstung,1
Abbiegeassistenzsystemen,1
Lärm,1
Gesundheitsfaktor,1
unterschätzt,1
ambitioniertere,1
Reduktionsziele,1
Flugzeuge,1
Bahnen,1
Motorräder,1
EU-Umgebungslärmrichtlinie,1
quellenbezogene,1
Lärmrichtlinien,1
Geräuschemission,1
Technik,1
Mehrfachbelastungen,1
Gesundheitsbelastung,1
Stickoxide,1
Luftreinhaltungsrichtlinie,1
Umweltzonen,1
unteren,1
Luftraum,1
Mobilitätsformen,1
messen,1
Sicherheitsanforderungen,2
Planung,1
Lufträumen,1
Drohnenbetrieb,1
Territorium,2
Überleben,1
hängen,1
verantwortungs,1
respektvoll,1
entscheidende,1
nahezu,1
unberührten,1
Nord,1
Südosteuropas,1
Mitteleuropas,1
Selbstverständnis,1
Monaten,1
EU-Gesetz,1
Weltnaturkonferenz,1
Montreal,3
Hoher,1
Meilenstei,1
ne,1
Meeresflächen,1
vereinbarten,1
Wiederherstellungspläne,1
festzusetzen,1
überwachten,1
Nullnutzungszonen,1
Bedrohte,1
geschädigte,1
wiederhergestellt,1
Meeresressourcen,1
Naturschutzfinanzierung,1
Fischereisubventionen,1
Naturschutzfonds,1
Finanzieren,1
umweltschädlicher,1
Eingriffen,1
verantwortbare,1
Gefährdung,1
Ausrottung,1
Populationen,1
Umweltrecht,1
EU-Umweltstrafrechts-Richtlinie,1
Ächtung,1
schwersten,1
Römischen,1
Statuts,1
Versiegelung,1
Flächenkreislaufwirtschaft,1
Wesentliche,1
Ökosystemdienstleistungen,1
Bestäubung,1
Erosionsschutz,1
Kohlenstoffspeicherung,1
Erholungsfunktion,1
Verbündete,1
gedacht,1
höchster,1
Schutzstandards,1
Flora-Fauna-Habitat,1
Vogelschutzrichtlinie,1
Schlüsselelemente,1
artenreichen,1
Grünlandes,1
Waldumbau,1
Meeresschutz,1
Tiefseebergbau,1
vorliegen,1
ernsthafte,1
Ozeane,1
wichtigsten,1
lebendigen,1
Pflanzenarten,1
Aussterben,1
unendlicher,1
Massensterben,1
gestoppt,1
bewirtschaften,1
Artenschwund,1
Agrarflächen,1
Flächenver,1
siegelung,1
aufhalten,1
Ökosystemen,1
Schlüsselarten,1
Funktionieren,1
Lebensgemeinschaften,1
schont,1
monokulturellen,1
Pestizideinsatz,1
Umgestaltung,1
Naturverjüngung,1
Altbestand,1
Illegale,1
Rodungen,1
Kahlschlag,1
Wiederbewaldung,1
Forstwirtschaft,1
Naturholz,1
einsetzbarer,1
wertvoll,1
Großkraftwerken,1
verbrennen,1
Trockenheit,1
Waldbrandstrategie,1
Vermeidung,1
Kahlschlägen,1
Schutzkorridore,1
Brandgefahr,1
eindämmt,1
Erhaltungszustand,1
Korridoren,1
genetische,1
Mehrwert,1
Korridore,1
Waldbesitzer*innen,1
Förster*innen,1
Finanzielle,1
Landbesitzer*innen,1
Landnutzung,1
Anlage,1
Hecken,1
Feldrand,1
Werkzeuge,1
Biotopen,1
klimaresiliente,1
Ausweichschutzgebiete,1
kälteliebende,1
Hilfsprogramme,2
Umsetzungsmechanismus,1
Erdoberfläche,1
beanspruchten,1
zugesagten,1
Globale,1
Biodiversitätspartnerschaften,1
Vermüllung,1
Umweltbelastung,1
Plastikmüll,1
vordringlich,1
Stoffe,1
schädigen,1
Ewigkeitschemikalien,1
polyfluorierte,1
Medizinprodukten,1
Kältemitteln,1
verwendet,1
verbrauchernahen,1
aussteigen,1
differenzierten,1
Produktionshochlauf,1
Elektrolyseuren,1
elektrischer,1
Antriebe,2
sachge,1
Forschungsoffensive,1
Ersatz,1
giftfreier,1
Produktionsmethoden,1
neuesten,1
Chemikalienstrategie,1
Nachhaltigkeitsanforderungen,1
Lebensmittelkontaktmaterialien,1
Instruments,2
umfassenderen,1
Ansatzes,2
Risikobewertung,1
Dimensionen,1
umweltschädlichen,1
Umweltgüter,1
Umwelthaftungsrichtlinie,1
umweltbelastende,1
Chemikalienrecht,1
schädlichen,1
Export,1
verbotenen,1
Chemie,1
zukunftstauglich,1
Markthochlaufs,1
extreme,1
Bilanziell,1
Regional,1
katastrophale,1
Wasserstrategie,1
Extreme,1
abpuffert,1
sauberes,1
deckt,1
Sommer,1
Wasserverbrauch,1
klimaangepasster,1
Landbewirtschaftung,1
Feuchtgebiete,1
Gewässer,1
wiedervernässen,1
Schadstofflast,1
Quecksilber,1
Einträgen,1
Abwasserreinigung,1
Wasserrahmenrichtlinie,1
Übernutzung,1
drohende,1
Schädigung,1
Feuchtgebieten,1
stemmen,1
Klimaanpassungsstrategie,1
Hitzeaktionsplans,1
Warnstufen,1
infrastrukturellen,1
Katastrophenschutzes,1
Extremereignisse,1
klimaresilienten,1
Wasserinfrastruktur,1
naturverträglichen,1
Hochwasserschutz,1
Überflutungen,1
Bächen,1
Entsiegelungsoffensive,1
Regenwasserspeicher,1
Schwammlandschaften,1
Reserve,2
Dürrezeiten,1
Auffüllung,1
Grundwassers,1
Paludikultur,2
Fischzucht,1
Freizeitgewässer,1
angestaut,1
Grünflächen,1
Bäume,1
Hausbegrünungen,1
Schwammstadt,1
Kühlung,1
Luftqualität,1
länderübergreifende,1
Wasserkrisen,1
verschreiben,1
fließende,1
geplanten,2
Oderausbau,1
Verkehrszwecken,1
Anrainerstaaten,1
freifließenden,1
gewerblicher,1
Spekulationsobjekt,1
sparsame,1
Speicherung,2
Ackerbau,1
trockenheitstolerante,1
Gemüsebau,1
Tröpfchenbewässerung,1
laubholzorientierten,1
Mischwald,1
Gewerbe,1
sparsamere,1
geschlossene,1
beschränkte,1
Wasserentnahme,1
Wiederaufbereitung,1
Partei,1
menschlicher,1
Obhut,1
EU-Gemeinschaftsziel,1
explizite,1
Tierschutzzuständigkeit,1
EU-Fördergelder,1
Free,1
Pelztierzucht,1
Zuchtpelzprodukten,1
verbieten,1
EU-Aktionsplans,1
Artenhandels,1
Internationale,1
Artenschutzabkommen,1
CITES,1
Anhänge,1
Wildtierhandel,1
Artenschutzprogramme,1
sachkundiger,1
Zwecken,1
Auswilderung,1
illegal,1
exportierten,1
Exemplaren,1
Einfuhrverbot,1
Jagdtrophäen,1
Tierarten,1
Washingtoner,1
Artenschutzübereinkommen,1
EU-Artenschutzverordnung,1
EU-Parlament,1
Tierheime,1
Hunden,1
Katzen,1
Positivliste,1
Exoten,1
EU-Tierschutzstandard,1
nachgewiesen,1
Ausstiegspläne,1
Experimente,1
Chemikalienprüfungen,1
Tierversuchsfreie,1
Ausbildungsinitiativen,1
tierfreien,1
unverzüglich,1
Testrichtlinien,1
verzichtet,1
schonend,1
Felder,1
Wiesen,1
Weinberge,1
auszeichnen,1
wirtschaftet,1
honoriert,1
eindeutiger,1
Pestizidanwendung,1
Viehbesatz,1
Fruchtfolgen,1
Anbau,1
Eiweißpflanzen,1
Grünlandwirtschaft,1
bürokratiearm,1
arbeitenden,1
Punktesysteme,1
regenerative,1
mehrjährige,1
Tierschutzförderung,1
verpflichtend,1
Strategieplänen,1
entwickelnder,1
Landbau,1
handwerklichen,1
Lebensmittelverarbeitung,1
Erzeugergemeinschaften,1
Energiebereich,1
Agri-Photovoltaik,2
Stromspeicher,1
GPS-gesteuerte,1
Hackgeräte,1
Düngemittel,1
eingespart,1
erhobenen,1
tätigen,1
Quereinsteiger*innen,1
Existenzgründer*innen,1
Hof,1
Bauernhof,1
Produktpässe,1
Lieferkettenmonitoring,1
Lebensmittelhandwerk,1
Vertriebswege,1
Verarbeitern,1
Preisdumping,1
Lebensmittelbereich,1
Entscheidungsfreiheit,1
Inhalt,1
irreführenden,1
angeblich,1
EU-Green-Claims-Verordnung,1
vorgeschoben,1
Ernährungssysteme,1
Änderungen,1
Kita,1
Umfeld,1
Planetary-Health-Ansatzes,1
chemischen,1
Rückständen,1
hormonwirksamen,1
Bioanteilen,1
Erzeugung,1
Absatzmärkte,1
Ökolandbau,1
pflanzlicher,1
vergrößern,1
ernährungsbezogenen,1
klimagerecht,1
umstellen,1
Artenschutzziele,1
Markteinführung,1
Eiweißstrategie,1
Selbstversorgungsgrad,1
Gemüse,1
Nüssen,1
pflanzlichen,1
alternativen,1
Proteinen,1
Fermentationsverfahren,1
Zellkultivierung,1
Innovationsstandort,1
ressourcenschonend,1
naturverträglich,1
Tiergerechtigkeit,1
Gentechnikfreiheit,1
synthetischen,2
alten,1
festzuhalten,1
Risikoprüfungen,1
umfassen,1
unkontrollierbare,1
gentechnikfreie,1
mittelständischer,1
Landwirtschafts,1
Zuchtbetriebe,1
Tank,1
Neubewertung,1
Aussortierungsmerkmalen,1
Supermarktnormen,1
Verzehr,1
Mindesthaltbarkeitsdaten,1
verbindlichere,1
Verzehrbarkeit,1
Bränden,1
Stürmen,1
landwirtschaftspolitischen,1
gesundheit,1
auszustoßen,1
Sorten,1
Äckern,1
anzubauen,1
chemisch-synthetischen,1
Regionalität,1
Agrarökologie,1
Ökologisch,1
wirtschaftende,1
konventionelle,1
Wirtschaftsweise,1
ausgegeben,1
Ökologisierung,1
Bio-Wertschöpfungskette,1
Züchtungsforschung,1
EU-Bio-Siegel,1
Ökobetriebe,1
Doppelnachweise,1
Umweltleistungen,1
gentechnisch,1
Futter,1
Ursprung,1
vielfache,1
verabschiedeten,1
Schadstoffreduktion,1
überarbeitet,1
Pestizidabgabe,1
Rückschlags,1
Zulassungsverlängerung,1
Glyphosat,1
schnellstmögliches,1
Glyphosatverbot,1
Rechtslücken,1
fruchtbarkeitsschädigenden,1
Mikroplastik,1
antragstellenden,1
aussuchen,1
gefährdete,1
Tiergruppen,1
Risikoabschätzungen,1
Kapazi,1
täten,1
früh,1
Ausschlusskriterien,1
genehmigungsfähig,1
Verursacherprinzips,1
entstandene,1
Biolandwirtschaft,1
haften,1
langen,1
Überdüngung,1
Düngern,1
zurückfahren,1
Humus,1
Ackerböden,1
Holzmasse,1
Einkommensperspektiven,1
Moorregionen,1
Moorflächen,1
Dämmstoffe,1
Erdenindustrie,1
GAP,2
Klimaschützer,1
Kohlenstoff,1
Ackerboden,1
Weidewirtschaft,1
Mutterkuhhaltung,1
tierfreundlichsten,1
Artenschutz,1
landwirtschaftlich,1
beackerte,1
beweidete,1
Baum,1
Strauchbestand,1
realisierbar,1
Wasserhaushalt,1
Betriebszweigen,1
Einkommenssicherheit,1
Hemmnisse,1
breitere,1
Fischbestände,1
Meeresumwelt,1
Fischbeständen,1
Fischer*innen,1
Fischereiressourcen,1
Meeresökosysteme,1
Meeresstrategie-Rahmenrichtlinie,1
Stellnetz,1
Schleppnetzfischerei,1
umweltschädliche,1
Fangmethoden,1
überhöhten,1
Einträge,1
Lebewesen,1
naturgemäße,1
integralen,1
Tierleid,1
essenzielle,1
Zoonotische,1
multiresistente,1
Trinkwasserverschmutzung,1
Lebensraumzerstörung,1
Artenverlust,1
Tiermast,1
Klimagasemissionen,1
Haltungsbedingungen,1
einheitlicher,1
europaweiter,1
Zucht,1
Käfig,1
Kastenhaltung,1
fehlenden,1
Brandschutzvorkehrungen,1
Förderkulisse,2
weide,1
grünlandgebundene,1
ganzjährig,1
Außenzugang,1
Vollspaltenböden,1
deutliche,1
Lebendtiertransporten,1
Begrenzung,1
Langstreckentransporte,1
maximal,1
Tiertransporten,1
Schengen-Raums,1
Betäubungsmethoden,1
Fische,1
Krebse,1
Hummer,1
Tintenfische,1
Herkunftsbetrieb,1
Befähigungsnachweis,1
Tierarzt,1
Tierärztin,1
anwesend,1
Küken,1
übermäßigen,1
verabreicht,1
drastisch,1
Gruppenbehandlung,1
vorrangige,1
kranker,1
Einzeltiere,1
Tierzucht,1
künstliche,1
Stimulierung,1
Hormone,1
Pferdeblut,1
Wetterextreme,1
mussten,1
Preissteigerungen,1
schmerzhafte,1
Einschnitte,1
Selbstständige,1
Existenzgrundlage,1
weggebrochen,1
schnellende,1
akute,1
Nöte,1
Krisenbewältigung,1
zusammenstehen,1
Lebensstandard,1
Schutzraum,1
Wirtschaftliche,1
achtet,1
Rentner*innen,1
Erwerbslosen,1
Medikamente,1
hochwertiger,1
inklusiver,1
alte,1
verschrieben,1
Lebensbedingungen,1
Gerechtigkeitsversprechen,1
eingelöst,1
ärmeren,1
ergänzt,1
beugen,1
Wettlauf,1
Unterschied,1
Sozialmodells,1
technologischer,1
Grundsätze,1
abgestimmten,1
ableiten,1
Linie,1
gerechtes,1
Großraum,1
Mailand,1
Lausitz,1
Kurzum,1
Kindes,1
Gründungsprozess,1
Umbruchs,1
Rückhalt,1
spürbaren,1
Reallohnverlusten,1
gelitten,1
prekäre,1
Sozialpartnerschaft,1
deutlichen,1
Mindestlohns,1
vorgemacht,1
festzulegen,1
Ergreifen,1
nachzuweisen,1
EU-Empfehlung,1
Medianlohns,1
Mindestschutz,1
tarifvertraglichen,1
vorlegen,1
hierzulande,1
zurückgegangen,1
greift,1
Dumpinglöhne,1
länderübergreifend,1
auffordern,1
überarbeiten,1
Ausnahmeregeln,1
Rechtszugang,1
Durchsetzungsmöglichkeiten,1
FranchiseUnternehmen,1
Beteiligungsgesetz,1
Societas,1
Europaea,1
Aufsichtsrat,1
Umwandlung,1
Unternehmens,1
Aktiengesellschaft,1
Einfrieren,1
Mitbestimmungsniveaus,1
Rahmenrichtlinie,2
Unterrichtung,1
Anhörung,1
Gesellschaftsformen,1
zeitgemäßen,1
Arbeitsschutz,1
rasant,1
beschleunigenden,1
ständiger,1
Erreichbarkeit,1
Arbeitsverdichtung,1
Stress,1
einhergeht,1
körperlichen,1
Belastungen,1
Europaweit,1
Strukturwandelregionen,1
Anschlussbeschäftigung,1
Geschäftsfeldern,1
modellen,1
digitalisierte,1
Produktivitätsgewinne,1
Homeoffice-Regelungen,1
nachteilig,1
auswirken,1
Content,1
Moderation,1
verfestigen,1
Scheinselbstständige,1
Scheinselbstständigkeiten,1
vorzuschieben,1
Gig,1
Economy,1
zuzuteilen,1
nehmer*innen,1
disziplinieren,1
Einstellungsentscheidungen,1
ständige,1
übermäßige,1
Arbeitsdruck,1
algorithmischen,1
Assistenzsysteme,1
Arbeitsbelastung,1
Belegschaften,1
gelungene,1
Sorgen,1
Arbeitsplatzverluste,1
Grundprinzip,1
Sozialversicherungssysteme,1
Sozialversicherungsansprüche,1
mitnehmen,1
Handhabung,1
Leis,1
tungen,1
Leistungsansprüche,1
Langzeitpflege,1
abgedeckt,1
Sozialversicherungsausweis,1
Übertragbarkeit,1
Ansprüchen,1
digitales,1
Echtzeitregister,1
Sozialschutz,1
gehörte,1
Coronakrise,1
geschätzt,1
praktikabel,1
haltmacht,1
prinzipiell,1
Beschäftigungsland,1
unerlässlich,1
Arbeitnehmerin,1
Saisonarbeiter,2
Skandale,1
Fleischindustrie,1
LkwFernfahrer*innen,1
Saisonarbeiter*innen,1
Baugewerbe,1
zusätzlichen,1
Lohnund,1
Sozialdumping,1
stattfindende,1
Arbeitsbehörde,1
passende,1
Mandat,1
Drittstaatsangehörigkeit,1
Inspektionen,1
Subunternehmen,1
gesamtschuldnerische,1
Haftung,1
katastrophalen,1
überfüllten,1
Zimmern,1
hygienischen,1
überteuerter,1
Miete,1
Lohn,1
einbehalten,1
angemessener,1
absichern,1
informieren,1
Bera,1
tungs,1
Unterstützungsstrukturen,1
fachlichen,1
Zahlungen,1
Arbeitsnormen,1
Konditionalität,1
entspricht,1
existenziellen,1
bedrohte,1
kostenloser,1
frühkindlicher,1
Erziehung,1
angemessenem,1
schlechte,1
Kindergrundsicherung,1
armutsgefährdeten,1
versteckt,1
angstfreier,1
Holschuld,1
Bringschuld,1
Einzug,1
Aufwachsen,1
Fürsorge,1
Kindeswohl,1
Vernachlässigung,1
EU-Kinderrechtsstrategie,1
Praxisprojekte,1
Modelle,4
existenziell,1
Sozialstaaten,1
Mindestsicherungssysteme,1
Zuge,1
Wohlstandsniveau,1
armutsfest,1
Rückenwind,1
bewähren,1
externer,1
Krisenbedingte,1
Massenarbeitslosigkeit,1
Folgekosten,1
Garantien,1
Kurzarbeitergeld,1
dauerhaftes,1
Arbeitslosenversicherungen,1
Ausnahmesituationen,1
kreditbasierte,1
Soforthilfen,1
multipler,1
auffängt,1
Jugendarbeitslosigkeit,1
Jugendgarantie,1
Verstetigung,1
Ausbildungs,1
Qualifizierungsangebote,1
Qualifizierung,1
bekommt,1
Fragen,1
Wohnverhältnisse,1
bezahlbarer,1
knapp,1
rückläufiger,1
Sozialwohnungen,1
Unsicherheit,1
Großstädten,1
Wohnfläche,1
Kurzzeitvermietung,1
beansprucht,1
Mietmarkt,1
entzogen,1
Steigende,1
Armutsrisiken,1
verschärfen,1
Sanierungen,1
Innenverdichtung,1
nachhaltigem,1
Fachkräfteoffensive,1
zusätzlichem,1
Wohnungsnot,1
städtische,1
Wohnimmobilien,1
Baugrund,1
aufkaufen,1
Mietpreise,1
Wohnungsmarkt,1
Geschäftspraktiken,1
Wohnraums,1
Indexmietverträgen,1
Indexmieten,1
deckeln,1
Bodenwende,1
einleiten,1
knappe,1
Ressource,1
Pachtmodelle,1
kurzfristiger,1
Verkäufe,1
Immobilienmarkt,1
Bewertung,1
Rechnungslegungsstandards,1
branchenübergreifend,1
CO-Emissionen,1
sozialökologischer,1
Finanzbewertung,1
Obdach,1
extremsten,1
Ausprägungen,1
Obdachlosigkeit,1
bewährte,1
Housing,1
First,1
Wohnraumagenturen,1
flächendeckend,1
adaptieren,1
effektivere,1
individuellere,1
menschenwürdigere,1
unbürokratischere,1
Suchterkrankungen,1
Starke,1
florieren,1
Gestaltungsfreiheit,1
beimisst,1
Subsidiaritätsprinzip,1
bürgernah,1
unterstützend,1
stoßen,1
Alltagsleben,1
gewohnt,1
gearbeitet,1
betreut,1
Ehrenamt,1
gepflegt,1
Kinos,1
Restaurants,1
Parks,1
stätten,1
Grundversorgung,1
Standorte,1
Wettbewerbsregeln,1
Planungshoheit,1
Konzessionsrecht,1
hochwertige,1
räumliche,1
steuern,1
wohnungsnahe,1
Rekommunalisierung,1
Privatisierungen,1
Entscheidungsspielräume,1
Gestaltungsspielräume,1
ausbaut,1
sauberem,1
gesundes,1
kommunaler,1
marktwirtschaftlichen,1
Konzessionsrichtlinie,1
Ausschuss,1
Sozialausschuss,1
Konnektivität,1
Netzwerkprogramme,1
entbürokratisiert,1
Programmen,1
Handwerkskammern,1
Raumentwicklung,1
nah,1
binationalen,1
Behördendienstleistungen,1
prozessen,1
bezieht,1
vorbereitet,1
konsistente,1
Antrieb,1
Strukturschwache,1
Prägung,1
Modernisierungsherausforderungen,1
Herausforde,1
rung,1
Abwanderung,1
Spirale,1
Gestalter*innen,1
Zielgenauigkeit,1
Sozialfonds,1
Angestellte,1
Arbeitsuchende,1
lebenslang,1
gebildet,1
Verzögerungen,1
aufgehalten,1
statten,1
Beschäftigungspolitik,1
Mittelverwaltung,1
Treibern,1
Tarifen,1
wahrzunehmen,1
geförderten,1
Standortvorteil,1
verwirklicht,1
Fördermitteln,1
Bekanntheit,1
Einzelfonds,1
Pauschalen,1
ehrenamtliche,1
Projektbewilligung,1
Vorfinanzierung,1
Gehörtwerdens,1
gegenseitiges,1
Bürgerbeteiligung,1
Bürgerdialoge,1
Mittelvergabe,1
hybride,1
Formate,1
familiengerechte,1
demokratisieren,1
Ländliche,1
Zukunfts,1
Chancenräume,1
näher,1
gestärkte,1
Coworking-Spaces,1
Ortskerne,1
ländlich,1
geprägten,1
Außenbezirke,1
Entwicklungspotenzial,1
mitentscheiden,1
Bürgergenossenschaften,1
generationenübergreifende,1
Förderansätze,1
LEADER,1
Multifondsansatz,1
Landwirtschaftsfonds,1
Kohäsionsmitteln,1
verzahnt,1
Strukturentwicklung,1
erzeugt,1
dezentral,1
eingespeist,1
Flächenverbrauch,1
Mehrfachnutzen,1
Agri-Photovoltaik-Anlagen,1
Biodiversitäts-Photovoltaik,1
versiegelten,1
Regionale,1
Wirtschaftsfaktoren,1
prägend,1
zuverlässiges,1
ausgerichtetes,1
Gesundheitssystem,1
bewirken,1
anzukurbeln,1
positive,1
riesigen,1
Beschaffungen,1
Beschaffungswesen,1
Gemeinwohlkriterien,1
mittelständische,1
ergreift,1
ausgeschrieben,1
vergeben,1
Beschleunigung,1
unkomplizierte,1
Notwendige,1
Gebühr,1
hinausgezögert,1
bewerben,1
Geldverschwendung,1
Beschaffungspolitik,1
Hinweisen,1
Coronaimpfstoffe,1
zustande,1
Schutzausrüstungen,1
Forschungstätigkeit,1
Grenzschließungen,1
Freizügigkeiten,1
Warenlieferungen,1
abgefedert,1
Zentrums,1
erweitert,1
Krisenvorsorge,1
Weltgesundheitsorganisation,1
Gesundheitsinitiativen,1
Gesundheitsdienstleistungen,1
Ärmsten,1
Eigeninteresse,1
Monopole,1
geistiges,1
überlebenswichtigen,1
Schutzmaterialien,1
Produktionspartnerschaften,1
ausreichen,1
Pandemiesituationen,1
verpflichtenden,1
Lizenzen,1
Kontexten,1
temporäre,1
Aussetzungen,1
Patenten,1
krankenversichert,1
Abrechnungsmöglichkeiten,1
Krankenversicherungsträgern,1
stärkenWir,1
Gesundheitsförderung,1
Krankheitsrisiken,1
Lebensstil,1
Bausteine,1
Lebenserwartung,1
Adipositas,1
Diabetes,1
mellitus,1
Herz-Kreislauf-Erkrankungen,1
Inhaltsstoffe,1
tabak,1
alkoholassoziierten,1
riskanter,1
Alkoholkonsums,1
Tabakgebrauches,1
Nikotingehalts,1
Tabak,1
Nikotinprodukten,1
Krebsbekämpfung,1
Raucher*innen,1
EU-Gesamtbevölkerung,1
Sponsorings,1
gebietet,1
Alkohol,1
Sportwetten,1
Werbeeinschränkungen,1
künftigen,1
Gebiet,1
Zulassung,1
Ausgangsbeschränkungen,1
Maskenpflicht,1
sichtbarsten,1
verschwunden,1
seltener,1
Infektionskrankheiten,1
Folgekrankheiten,1
Herzmuskelentzündungen,1
EU-Sachverständigennetzwerk,1
Schattenfamilien,1
Innenräumen,1
Einkommensarme,1
prekär,1
Aids,1
Ebola,1
Zoonose,1
Krankheit,1
unterstreicht,1
isoliert,1
Planetary-Health,2
One-Health-Ansatz,1
Leitbilder,1
Ausreichend,1
industriell,1
gehaltener,1
Tierbestände,1
Zoonosen,1
Massentierhaltung,1
Antibiotikaresistenzen,1
Giftstoffe,1
Frühwarnsystem,1
Pandemieszenarien,1
üben,1
Notfallorganisation,1
unruhig,1
konfliktreich,1
Umbrüchen,1
spurlos,1
vorbeigegangen,1
seelische,1
Belastung,1
seelischen,1
zuteilwird,1
Patientensicherheit,1
geschützte,1
Berufsbezeichnungen,1
Künstlerische,1
Therapien,1
kreativen,1
Therapieansätzen,1
Lösungsstrategien,1
gemeindenahe,1
Gesundheitsprobleme,1
übergreifend,1
Neurodiversität,1
Problembewusstsein,1
Einsamkeit,1
belastender,1
diesbezüglich,1
Gesundheitssysteme,1
immens,1
alternde,1
chronischer,1
Epidemien,1
Wirkstoffen,1
unzuverlässigen,1
Arzneimittelknappheit,1
Gesundheitsbereich,1
Gesetzespaket,1
Pharmasektors,1
abzielen,1
Pharmaunternehmen,1
Arzneimittelengpässen,1
melden,1
Apotheken,1
Arzneimittelversorgung,1
Wirkstoffe,1
unentbehrlich,1
krisenfeste,1
Rückverlagerung,1
vernachlässigte,1
Krankheitsbilder,1
Therapie-Resistenzen,1
schließt,1
Finanzierungsmodelle,1
angepasste,1
Vergütungsmodelle,1
geistigem,1
essenziellen,1
Markteintritt,1
Generika,1
unverhältnismäßig,1
verzögern,1
geschlechtersensible,1
Medizin,1
Wissenslücken,1
geschlechtsspezifischen,1
Diagnose,1
Jugendmedizin,1
undurchsichtig,1
festgesetzt,1
immensen,1
Preisanstiegen,1
unterstützte,2
Entwicklungsprojekte,1
resultierende,1
diagnostiziert,1
Untersuchungen,1
vermieden,1
Gesundheitsdatenraum,1
Patient*innen-Akten,1
Datenverwaltung,1
Einwilligungsassistent,1
sensibelsten,1
persönlichsten,1
weiterzugeben,1
pseudonymisierten,1
Widerspruchs,1
Datenqualität,1
Datenverfügbarkeit,1
gemeinwohldienliche,1
Einschätzungsmöglichkeiten,1
Paradigmenwechsel,1
Gesundheitsdatennutzung,1
Datenmengen,1
Analyse,1
Rückverfolgbarkeit,1
Umfassender,1
vulnerabler,1
Datenformate,1
Zusammenführung,1
gebräuchlichen,1
Datenstandards,1
interoperablen,1
Softwaresysteme,1
ergriffen,1
verantwortungsvollen,1
schwachen,1
Immunsystemen,1
Älteren,1
Vorerkrankungen,1
Hunderttausenden,1
Todesfällen,1
hochpotente,1
Desinfektionsmittel,1
umsichtigen,1
Human,1
Tiermedizin,1
Diagnosetests,1
Verschreibung,1
ausreichender,1
Menge,1
industriellen,1
verbotene,1
Hygiene,1
Abwasserentsorgung,1
Eintrag,1
Antibiotikarückständen,1
spitzt,1
Pflegeberufs,1
Pflegepersonals,1
einfachere,1
EU-Pflegestrategie,1
Gehälter,1
professionellen,1
Wertschätzung,1
bezeugen,1
Tarifverträge,1
Quartier,1
Pflegefachberufe,1
durchlässiger,1
stärkeres,1
Modellprojekten,1
Erfahrungstransfer,1
Gesundheits,1
häuslichen,1
Rechtsvorschriften,1
angestellte,1
gesamteuropäische,1
pflegebedürftigen,1
Demenz,1
erkrankten,1
menschenwürdiges,1
aktives,1
quartiersorientierter,1
Nahestehende,1
Pflegaufgaben,1
erworbenen,1
Weiterbildungsangeboten,1
zeitgemäße,1
Drogenhandel,1
Segen,1
Drogentote,1
Einnahmequelle,1
Betrachtung,1
Vernunft,1
Legalisierung,1
kontrollierte,1
Abgabe,1
problematischen,1
Drogenkonsums,1
Verelendung,1
bergen,1
erfordern,1
unsichtbare,1
sichtbare,1
Abhängigkeitsproblematiken,1
Gesundheitsschutzes,1
länderübergreifendes,1
Zusammenarbeiten,1
Abhängigen,1
Repression,1
Therapieplätzen,1
psychoaktiven,1
Forschungsverbünden,1
Hochschulraum,1
Hochschulausbildung,1
vergleichbarer,1
akademischer,1
unschätzbarem,1
Bildungssystems,1
Selbstreflexion,1
Profile,2
Hochschulnetzwerken,1
Learning,1
Analytics,1
Lehrende,1
Schüler*innen,1
souverän,1
Prüfungen,1
Hochschulabschlusses,1
Approach,1
Bologna-Prozesses,1
Studiengänge,1
Internationalisierung,1
Besuche,1
Museen,1
Theatern,1
Ausflüge,1
Horizonte,1
Rabatte,1
Vergünstigungen,1
